NIFTY 20,NIFTY 50,NIFTY NEXT 50,NIFTY 200,NIFTY MIDCAP 50,NIFTY MIDCAP 100,NIFTY MIDSMALLCAP 400,NIFTY TOTAL MARKET,NIFTY 200 cv,NSC ALL,BSE ALL
,,,,,,,,,,HDFCVALUE
,,,,,,,,,,HEALTHY
,,,,,,,,,,HEALTHYLIFE
,,,,,,,,,,HEERAISP
,,,,,,,,,,HEG
,,,,,,,,,,HEIDELBERG
,,,,,,,,,,HEMACEM
,,,,,,,,,,HEMIPROP
,,,,,,,,,,HERANBA
,,,,,,,,,,HERITGFOOD
,,,,,,,,,,HEROMOTOCO
,,,,,,,,,,HESTERBIO
,,,,,,,,,,HEUBACHIND
,,,,,,,,,,HFIL
,,,,,,,,,,HGINFRA
,,,,,,,,,,HIGHENE
,,,,,,,,,,HIKAL
,,,,,,,,,,HIKLASS
,,,,,,,,,,HILIKS
,,,,,,,,,,HIMATSEIDE
,,,,,,,,,,HIMFIBP
,,,,,,,,,,HIMTEK
,,,,,,,,,,HINDADH
,,,,,,,,,,HINDALCO
,,,,,,,,,,HINDALUMI
,,,,,,,,,,HINDAPL
,,,,,,,,,,HINDBIO
,,,,,,,,,,HINDCOMPOS
,,,,,,,,,,HINDCOPPER
,,,,,,,,,,HINDHARD
,,,,,,,,,,HINDMILL
,,,,,,,,,,HINDMOTORS
,,,,,,,,,,HINDNATGLS
,,,,,,,,,,HINDOILEXP
,,,,,,,,,,HINDTIN
,,,,,,,,,,HINDUNILVR
,,,,,,,,,,HIPOLIN
,,,,,,,,,,HIRECT
,,,,,,,,,,HISARMET
,,,,,,,,,,HISARSP
,,,,,,,,,,HLVLTD
,,,,,,,,,,HNDFDS
,,,,,,,,,,HOCL
,,,,,,,,,,HONAUT
,,,,,,,,,,HOTLSILV
,,,,,,,,,,HOWARHO
,,,,,,,,,,HPAL
,,,,,,,,,,HSCL
,,,,,,,,,,HSIL
,,,,,,,,,,HTMEDIA
,,,,,,,,,,IBULHSGFIN
,,,,,,,,,,ICICIAUTO
,,,,,,,,,,ICICIBANK
,,,,,,,,,,ICICIBANKP
,,,,,,,,,,ICICIFIN
,,,,,,,,,,ICICILOVOL
,,,,,,,,,,ICICIMOM30
,,,,,,,,,,ICICINV20
,,,,,,,,,,ICICINXT50
,,,,,,,,,,ICICIPRULI
,,,,,,,,,,ICIL
,,,,,,,,,,ICL
,,,,,,,,,,ICSL
,,,,,,,,,,IDBI
,,,,,,,,,,IDEA
,,,,,,,,,,IDFC
,,,,,,,,,,IDFSENSEXE
,,,,,,,,,,IEL
,,,,,,,,,,IFBAGRO
,,,,,,,,,,IFCI
,,,,,,,,,,IFINSEC
,,,,,,,,,,IFINSER
,,,,,,,,,,IFL
,,,,,,,,,,IGARASHI
,,,,,,,,,,IGCIL
,,,,,,,,,,IGL
,,,,,,,,,,IGLFXPL-B
,,,,,,,,,,IGPL
,,,,,,,,,,IIFL
,,,,,,,,,,IIFLSEC
,,,,,,,,,,IISL
,,,,,,,,,,IITL
,,,,,,,,,,IITLPROJ
,,,,,,,,,,IL&FSENGG
,,,,,,,,,,IL&FSTRANS
,,,,,,,,,,IMAGICAA
,,,,,,,,,,IMCAP
,,,,,,,,,,IMFA
,,,,,,,,,,IMPAL
,,,,,,,,,,IMPEXFERRO
,,,,,,,,,,INA
,,,,,,,,,,INANI
,,,,,,,,,,INANISEC
,,,,,,,,,,INCAP
,,,,,,,,,,INCON
,,,,,,,,,,INDAG
,,,,,,,,,,INDAGIV
,,,,,,,,,,INDBANK
,,,,,,,,,,INDBNK
,,,,,,,,,,INDCTST
,,,,,,,,,,INDERGR
,,,,,,,,,,INDGELA
,,,,,,,,,,INDHOTEL
,,,,,,,,,,INDIAHOME
,,,,,,,,,,INDIAMART
,,,,,,,,,,INDIANHUME
,,,,,,,,,,INDIANVSH
,,,,,,,,,,INDICAP
,,,,,,,,,,INDIGO
,,,,,,,,,,INDINFO
,,,,,,,,,,INDLEASE
,,,,,,,,,,INDOAMIN
,,,,,,,,,,INDOASIAF
,,,,,,,,,,INDOBORAX
,,,,,,,,,,INDOCO
,,,,,,,,,,INDOCRED
,,,,,,,,,,INDOEURO
,,,,,,,,,,INDOKEM
,,,,,,,,,,INDORAMA
,,,,,,,,,,INDOSTAR
,,,,,,,,,,INDOTECH
,,,,,,,,,,INDOTHAI
,,,,,,,,,,INDOUS
,,,,,,,,,,INDOWIND
,,,,,,,,,,INDRAIND
,,,,,,,,,,INDRAMEDCO
,,,,,,,,,,INDSWFTLAB
,,,,,,,,,,INDSWFTLTD
,,,,,,,,,,INDTERRAIN
,,,,,,,,,,INDXTRA
,,,,,,,,,,INFIBEAM
,,,,,,,,,,INFORTEC
,,,,,,,,,,INFRABEES
,,,,,,,,,,INFRAIND
,,,,,,,,,,INLANPR
,,,,,,,,,,INNOVATORS
,,,,,,,,,,INNOVTEC
,,,,,,,,,,INRADIA
,,,,,,,,,,INSPIRISYS
,,,,,,,,,,INTCAPM
,,,,,,,,,,INTECCAP
,,,,,,,,,,INTECH
,,,,,,,,,,INTEGFD
,,,,,,,,,,INTEGSW
,,,,,,,,,,INTELLECT
,,,,,,,,,,INTENTECH
,,,,,,,,,,INTSTOIL
,,,,,,,,,,INVPRECQ
,,,,,,,,,,IOC
,,,,,,,,,,IOLCP
,,,,,,,,,,IONEXCHANG
,,,,,,,,,,IPRINGLTD
,,,,,,,,,,IRB
,,,,,,,,,,IRCON
,,,,,,,,,,IRIS
,,,,,,,,,,ISEC
,,,,,,,,,,ISHANCH
,,,,,,,,,,ISHITADR
,,,,,,,,,,ISHWATR
,,,,,,,,,,ISLCONSUL
,,,,,,,,,,ISTLTD
,,,,,,,,,,ISTRNETWK
,,,,,,,,,,ISWL
,,,,,,,,,,ITCONS
,,,,,,,,,,ITDC
,,,,,,,,,,ITDCEM
,,,,,,,,,,ITI
,,,,,,,,,,IWEL
,,,,,,,,,,IWP
,,,,,,,,,,IYKOTHITE
,,,,,,,,,,JAGANLAM
,,,,,,,,,,JAGSNPHARM
,,,,,,,,,,JAIMATAG
,,,,,,,,,,JAINEX
,,,,,,,,,,JAINMARMO
,,,,,,,,,,JAIPAN
,,,,,,,,,,JAMESWARREN
,,,,,,,,,,JAMNAAUTO
,,,,,,,,,,JANUSCORP
,,,,,,,,,,JATTAINDUS
,,,,,,,,,,JAUSPOL
,,,,,,,,,,JAYBHCR
,,,,,,,,,,JAYSHREETEA
,,,,,,,,,,JAYSYN
,,,,,,,,,,JENBURPH
,,,,,,,,,,JETAIRWAYS
,,,,,,,,,,JETINFRA
,,,,,,,,,,JETKINGQ
,,,,,,,,,,JETMALL
,,,,,,,,,,JIGAR
,,,,,,,,,,JINDALSAW
,,,,,,,,,,JISLDVREQS
,,,,,,,,,,JITFINFRA
,,,,,,,,,,JKCEMENT
,,,,,,,,,,JLL
,,,,,,,,,,JMDVL
,,,,,,,,,,JOINDRE
,,,,,,,,,,JPTRLES
,,,,,,,,,,JSTL
,,,,,,,,,,JSWENERGY
,,,,,,,,,,JSWHL
,,,,,,,,,,JSWSTEEL
,,,,,,,,,,JTEKTINDIA
,,,,,,,,,,JTLIND
,,,,,,,,,,JUBLFOOD
,,,,,,,,,,JUBLINDS
,,,,,,,,,,JUMBFNL
,,,,,,,,,,JUSTDIAL
,,,,,,,,,,JWL
,,,,,,,,,,JYOTI
,,,,,,,,,,JYOTIRES
,,,,,,,,,,JYOTISTRUC
,,,,,,,,,,KAARYAFSL
,,,,,,,,,,KABRAEXTRU
,,,,,,,,,,KACHCHH
,,,,,,,,,,KAJALSY
,,,,,,,,,,KAJARIACER
,,,,,,,,,,KAJARIR
,,,,,,,,,,KAKATCEM
,,,,,,,,,,KAKTEX
,,,,,,,,,,KALYANCAP
,,,,,,,,,,KALYANIFRG
,,,,,,,,,,KALYANKJIL
,,,,,,,,,,KAMANWALA
,,,,,,,,,,KAMATHOTEL
,,,,,,,,,,KAMOPAINTS
,,,,,,,,,,KANANIIND
,,,,,,,,,,KANCHI
,,,,,,,,,,KANORICHEM
,,,,,,,,,,KANPRPLA
,,,,,,,,,,KANSAINER
,,,,,,,,,,KANSHST
,,,,,,,,,,KARMAENG
,,,,,,,,,,KARNAVATI
,,,,,,,,,,KARTKIN
,,,,,,,,,,KARURVYSYA
,,,,,,,,,,KASHYAP
,,,,,,,,,,KAUSHALYA
,,,,,,,,,,KAYCEEI
,,,,,,,,,,KBSINDIA
,,,,,,,,,,KCDGROUP
,,,,,,,,,,KDML
,,,,,,,,,,KECL
,,,,,,,,,,KEEPLEARN
,,,,,,,,,,KEIL
,,,,,,,,,,KEL
,,,,,,,,,,KELLTONTEC
,,,,,,,,,,KEMISTAR
,,,,,,,,,,KESARENT
,,,,,,,,,,KEYCORP
,,,,,,,,,,KEYFINSER
,,,,,,,,,,KFINTECH
,,,,,,,,,,KGDENIM
,,,,,,,,,,KHADIM
,,,,,,,,,,KHAICHEM
,,,,,,,,,,KHAITANLTD
,,,,,,,,,,KHOOBSURAT
,,,,,,,,,,KIDUJA
,,,,,,,,,,KILITCH
,,,,,,,,,,KILPEST
,,,,,,,,,,KIMIABL
,,,,,,,,,,KIMS
,,,,,,,,,,KINETICENG
,,,,,,,,,,KINETRU
,,,,,,,,,,KINGFA
,,,,,,,,,,KINGSINFR
,,,,,,,,,,KIOCL
,,,,,,,,,,KIRANPR
,,,,,,,,,,KIRANSY-B
,,,,,,,,,,KIRLOSENG
,,,,,,,,,,KIRLOSIND
,,,,,,,,,,KITEX
,,,,,,,,,,KKALPANAIND
,,,,,,,,,,KKFIN
,,,,,,,,,,KKPLASTICK
,,,,,,,,,,KMSMEDI
,,,,,,,,,,KNRCON
,,,,,,,,,,KOBO
,,,,,,,,,,KOHINOOR
,,,,,,,,,,KOKUYOCMLN
,,,,,,,,,,KOLTEPATIL
,,,,,,,,,,KONNDOR
,,,,,,,,,,KORE
,,,,,,,,,,KOTAKBKETF
,,,,,,,,,,KOTAKPSUBK
,,,,,,,,,,KOVAI
,,,,,,,,,,KPIL
,,,,,,,,,,KPITTECH
,,,,,,,,,,KPRMILL
,,,,,,,,,,KPT
,,,,,,,,,,KRBL
,,,,,,,,,,KRIINFRA
,,,,,,,,,,KRITIIND
,,,,,,,,,,KSB
,,,,,,,,,,KSCL
,,,,,,,,,,KSL
,,,,,,,,,,KSOLVES
,,,,,,,,,,KTIL
,,,,,,,,,,KTINDF4DD
,,,,,,,,,,KTINDF4DG
,,,,,,,,,,KTKBANK
,,,,,,,,,,KTKSENSEX
,,,,,,,,,,KUSHIND
,,,,,,,,,,KUSUMEL
,,,,,,,,,,KUWERIN
,,,,,,,,,,L&TFH
,,,,,,,,,,LABELKRAFT
,,,,,,,,,,LADDERUP
,,,,,,,,,,LAFFANSQ
,,,,,,,,,,LAHL
,,,,,,,,,,LAKHOTIA
,,,,,,,,,,LALPATHLAB
,,,,,,,,,,LANCER
,,,,,,,,,,LANDMARK
,,,,,,,,,,LASA
,,,,,,,,,,LATIMMETAL
,,,,,,,,,,LAXMIPATI
,,,,,,,,,,LEENEE
,,,,,,,,,,LEHAR
,,,,,,,,,,LEHIL
,,,,,,,,,,LELAVOIR
,,,,,,,,,,LEMONTREE
,,,,,,,,,,LERTHAI
,,,,,,,,,,LESHAIND
,,,,,,,,,,LEX
,,,,,,,,,,LGBBROSLTD
,,,,,,,,,,LICNETFSEN
,,,,,,,,,,LICNFNHGP
,,,,,,,,,,LINAKS
,,,,,,,,,,LINC
,,,,,,,,,,LINCOPH
,,,,,,,,,,LKPFIN
,,,,,,,,,,LKPSEC
,,,,,,,,,,LLFICL
,,,,,,,,,,LLOYDSME
,,,,,,,,,,LODHA
,,,,,,,,,,LOKESHMACH
,,,,,,,,,,LOOKS
,,,,,,,,,,LORDSHOTL
,,,,,,,,,,LOVABLE
,,,,,,,,,,LOYAL
,,,,,,,,,,LOYALTEX
,,,,,,,,,,LT
,,,,,,,,,,LTIM
,,,,,,,,,,LTTS
,,,,,,,,,,LUCENT
,,,,,,,,,,LUHARUKA
,,,,,,,,,,LUMAXIND
,,,,,,,,,,LUPIN
,,,,,,,,,,LYKALABS
,,,,,,,,,,LYKISLTD
,,,,,,,,,,LYPSAGEMS
,,,,,,,,,,M&M
,,,,,,,,,,M&MFIN
,,,,,,,,,,MAAGHADV
,,,,,,,,,,MACPLASQ
,,,,,,,,,,MADHAV
,,,,,,,,,,MADHUSE
,,,,,,,,,,MADRASFERT
,,,,,,,,,,MAFANG
,,,,,,,,,,MAFATIND
,,,,,,,,,,MAFIA
,,,,,,,,,,MAFSETF
,,,,,,,,,,MAGANTR
,,,,,,,,,,MAHABANK
,,,,,,,,,,MAHACORP
,,,,,,,,,,MAHAPEXLTD
,,,,,,,,,,MAHEPC
,,,,,,,,,,MAHESH
,,,,,,,,,,MAHINDCIE
,,,,,,,,,,MAHSCOOTER
,,,,,,,,,,MAHSHRE
,,,,,,,,,,MAIDEN
,,,,,,,,,,MAINFRA
,,,,,,,,,,MAKERSL
,,,,,,,,,,MALLCOM
,,,,,,,,,,MALUPAPER
,,,,,,,,,,MAM150ETF
,,,,,,,,,,MAMFGETF
,,,,,,,,,,MANAKSTELTD
,,,,,,,,,,MANALIPETC
,,,,,,,,,,MANGALAM
,,,,,,,,,,MANGCHEFER
,,,,,,,,,,MANGIND
,,,,,,,,,,MANINDS
,,,,,,,,,,MANINFRA
,,,,,,,,,,MANJEERA
,,,,,,,,,,MANORAMA
,,,,,,,,,,MANRAJH
,,,,,,,,,,MAPMYINDIA
,,,,,,,,,,MARALOVER
,,,,,,,,,,MARATHON
,,,,,,,,,,MARBLE
,,,,,,,,,,MARBU
,,,,,,,,,,MARKOLINES
,,,,,,,,,,MARKSANS
,,,,,,,,,,MARSONS
,,,,,,,,,,MASPTOP50
,,,,,,,,,,MASTEK
,,,,,,,,,,MASTERTR
,,,,,,,,,,MATHEWE
,,,,,,,,,,MATRIMONY
,,,,,,,,,,MAWANASUG
,,,,,,,,,,MAXHEALTH
,,,,,,,,,,MAXHEIGHTS
,,,,,,,,,,MAXINDIA
,,,,,,,,,,MAXVIL
,,,,,,,,,,MAYURFL
,,,,,,,,,,MAZDALTD
,,,,,,,,,,MCCHRLS-B
,,,,,,,,,,MCLEODRUSS
,,,,,,,,,,MCLOUD
,,,,,,,,,,MCX
,,,,,,,,,,MDRNSTL
,,,,,,,,,,MEDICAPQ
,,,,,,,,,,MEDICO
,,,,,,,,,,MEDINOV
,,,,,,,,,,MEDPLUS
,,,,,,,,,,MEGACOR
,,,,,,,,,,MEGFI
,,,,,,,,,,MEGRISOFT
,,,,,,,,,,MEHAI
,,,,,,,,,,MELSTAR
,,,,,,,,,,MENAMANI
,,,,,,,,,,MENNPIS
,,,,,,,,,,MENONBE
,,,,,,,,,,MERCURYEV
,,,,,,,,,,METALCO
,,,,,,,,,,METALFORGE
,,,,,,,,,,METROBRAND
,,,,,,,,,,METROGLOBL
,,,,,,,,,,METROPOLIS
,,,,,,,,,,METSL
,,,,,,,,,,MFL
,,,,,,,,,,MGL
,,,,,,,,,,MHLXMIRU
,,,,,,,,,,MHSGRMS
,,,,,,,,,,MIC
,,,,,,,,,,MICROSE
,,,,,,,,,,MIDHANI
,,,,,,,,,,MIDINDIA
,,,,,,,,,,MIHIKA
,,,,,,,,,,MILEFUR
,,,,,,,,,,MILLENNIUM
,,,,,,,,,,MINALIND
,,,,,,,,,,MINAXI
,,,,,,,,,,MINDACORP
,,,,,,,,,,MINDTECK
,,,,,,,,,,MINFY
,,,,,,,,,,MINID
,,,,,,,,,,MINOLTAF
,,,,,,,,,,MIRCELECTR
,,,,,,,,,,MISHKA
,,,,,,,,,,MISHTANN
,,,,,,,,,,MISQUITA
,,,,,,,,,,MITSU
,,,,,,,,,,MIVENMACH
,,,,,,,,,,MKPL
,,,,,,,,,,MKTCREAT
,,,,,,,,,,MKVENTURES
,,,,,,,,,,MLKFOOD
,,,,,,,,,,MMLF
,,,,,,,,,,MMRUBBR-B
,,,,,,,,,,MMTC
,,,,,,,,,,MNKALCOLTD
,,,,,,,,,,MNPLFIN
,,,,,,,,,,MODINATUR
,,,,,,,,,,MODIRUBBER
,,,,,,,,,,MODRNSH
,,,,,,,,,,MODULEX
,,,,,,,,,,MODWOOL
,,,,,,,,,,MOHEALTH
,,,,,,,,,,MOHITPPR
,,,,,,,,,,MOIL
,,,,,,,,,,MOLDTEK
,,,,,,,,,,MOLOWVOL
,,,,,,,,,,MOMOMENTUM
,,,,,,,,,,MONARCH
,,,,,,,,,,MONEYBOXX
,,,,,,,,,,MONIND
,,,,,,,,,,MONQ50
,,,,,,,,,,MONTECARLO
,,,,,,,,,,MORGANITE
,,,,,,,,,,MOTOGENFIN
,,,,,,,,,,MOUNT
,,,,,,,,,,MOVALUE
,,,,,,,,,,MPSLTD
,,,,,,,,,,MRPL
,,,,,,,,,,MRUTR
,,,,,,,,,,MSL
,,,,,,,,,,MSRINDIA
,,,,,,,,,,MSTC
,,,,,,,,,,MTARTECH
,,,,,,,,,,MTEDUCARE
,,,,,,,,,,MTNL
,,,,,,,,,,MTPL
,,,,,,,,,,MUDRA
,,,,,,,,,,MUFIN
,,,,,,,,,,MUKATPIP
,,,,,,,,,,MUKTA
,,,,,,,,,,MUL
,,,,,,,,,,MULLER
,,,,,,,,,,MULTIBASE
,,,,,,,,,,MULTIIN
,,,,,,,,,,MURUDCERA
,,,,,,,,,,MUTHTFN
,,,,,,,,,,MYMONEY
,,,,,,,,,,MYSORPETRO
,,,,,,,,,,NAGARFERT
,,,,,,,,,,NAGTECH
,,,,,,,,,,NAHARCAP
,,,,,,,,,,NAHARPOLY
,,,,,,,,,,NAHARSPING
,,,,,,,,,,NAPL
,,,,,,,,,,NARAYANI
,,,,,,,,,,NARMADA
,,,,,,,,,,NARMP
,,,,,,,,,,NARPROP
,,,,,,,,,,NATCAPSUQ
,,,,,,,,,,NATFIT
,,,,,,,,,,NATGENI
,,,,,,,,,,NATHBIOGEN
,,,,,,,,,,NATIONSTD
,,,,,,,,,,NATPEROX
,,,,,,,,,,NATPLAS
,,,,,,,,,,NAVA
,,,,,,,,,,NAVINFLUOR
,,,,,,,,,,NAVKARCORP
,,,,,,,,,,NAVNETEDUL
,,,,,,,,,,NAYSAA
,,,,,,,,,,NBCC
,,,,,,,,,,NBFOOT
,,,,,,,,,,NCC
,,,,,,,,,,NCLIND
,,,,,,,,,,NCLRESE
,,,,,,,,,,NDMETAL
,,,,,,,,,,NDRAUTO
,,,,,,,,,,NDTV
,,,,,,,,,,NEAGI
,,,,,,,,,,NECLIFE
,,,,,,,,,,NEELKAN
,,,,,,,,,,NELCAST
,,,,,,,,,,NELCO
,,,,,,,,,,NEOGEN
,,,,,,,,,,NESCO
,,,,,,,,,,NESTLEIND
,,,,,,,,,,NEULANDLAB
,,,,,,,,,,NEWLIGHT
,,,,,,,,,,NEWMKTADV
,,,,,,,,,,NEXTMEDIA
,,,,,,,,,,NFL
,,,,,,,,,,NGIL
,,,,,,,,,,NGIND
,,,,,,,,,,NGLFINE
,,,,,,,,,,NHCFOODS
,,,,,,,,,,NHPC
,,,,,,,,,,NIACL
,,,,,,,,,,NIBE
,,,,,,,,,,NIEHSPD
,,,,,,,,,,NIEHSPG
,,,,,,,,,,NIEHSPH
,,,,,,,,,,NIEHSPJ
,,,,,,,,,,NIEHSPK
,,,,,,,,,,NIEHSPL
,,,,,,,,,,NIEHSPN
,,,,,,,,,,NIESSPA
,,,,,,,,,,NIESSPB
,,,,,,,,,,NIESSPD
,,,,,,,,,,NIESSPJ
,,,,,,,,,,NIESSPL
,,,,,,,,,,NIESSPM
,,,,,,,,,,NIESSPN
,,,,,,,,,,NIESSPP
,,,,,,,,,,NIF100BEES
,,,,,,,,,,NIFTYQLITY
,,,,,,,,,,NIKHILAD
,,,,,,,,,,NILA
,,,,,,,,,,NILACHAL
,,,,,,,,,,NILASPACES
,,,,,,,,,,NILE
,,,,,,,,,,NINSYS
,,,,,,,,,,NIPPOBATRY
,,,,,,,,,,NIRAJ
,,,,,,,,,,NIRAVCOM
,,,,,,,,,,NIRBHAYIND
,,,,,,,,,,NIRLON
,,,,,,,,,,NITCO
,,,,,,,,,,NITINCAST
,,,,,,,,,,NITINSPIN
,,,,,,,,,,NITTAGELA
,,,,,,,,,,NIVAKA
,,,,,,,,,,NIYOGIN
,,,,,,,,,,NKIND
,,,,,,,,,,NLCINDIA
,,,,,,,,,,NLFL
,,,,,,,,,,NMDC
,,,,,,,,,,NNTL
,,,,,,,,,,NOCIL
,,,,,,,,,,NOIDATOLL
,,,,,,,,,,NOL
,,,,,,,,,,NORBTEAEXP
,,,,,,,,,,NORRIS
,,,,,,,,,,NORTHLINK
,,,,,,,,,,NOUVEAU
,,,,,,,,,,NOVARTIND
,,,,,,,,,,NOVATEOR
,,,,,,,,,,NOVIS
,,,,,,,,,,NPRFIN
,,,,,,,,,,NRAGRINDQ
,,,,,,,,,,NRBBEARING
,,,,,,,,,,NSIL
,,,,,,,,,,NSL
,,,,,,,,,,NSLNISP
,,,,,,,,,,NURECA
,,,,,,,,,,NUWAY
,,,,,,,,,,OAL
,,,,,,,,,,OBCL
,,,,,,,,,,OCTAVIUSPL
,,,,,,,,,,ODYCORP
,,,,,,,,,,OFSS
,,,,,,,,,,OIL
,,,,,,,,,,OKPLA
,,,,,,,,,,OLYOI
,,,,,,,,,,OMKARCHEM
,,,,,,,,,,OMKARPH
,,,,,,,,,,OMNIPOTENT
,,,,,,,,,,ONTIC
,,,,,,,,,,ONWARDTEC
,,,,,,,,,,OONE
,,,,,,,,,,OPTIEMUS
,,,,,,,,,,OPTIFIN
,,,,,,,,,,ORBTEXP
,,,,,,,,,,ORCHASP
,,,,,,,,,,ORCHIDPHAR
,,,,,,,,,,ORGCOAT
,,,,,,,,,,ORIBEVER
,,,,,,,,,,ORICON
,,,,,,,,,,ORIENTCEM
,,,,,,,,,,ORIENTCQ
,,,,,,,,,,ORIENTELEC
,,,,,,,,,,ORIENTLTD
,,,,,,,,,,ORIENTPPR
,,,,,,,,,,ORIENTTR
,,,,,,,,,,ORISSAMINE
,,,,,,,,,,OROSMITHS
,,,,,,,,,,OSEASPR
,,,,,,,,,,OSIAJEE
,,,,,,,,,,OSWALOR
,,,,,,,,,,OVOBELE
,,,,,,,,,,OXYGENTAPH
,,,,,,,,,,PACE
,,,,,,,,,,PACIFICI
,,,,,,,,,,PADAMCO
,,,,,,,,,,PADMALAYAT
,,,,,,,,,,PAGEIND
,,,,,,,,,,PALASHSEC
,,,,,,,,,,PALCO
,,,,,,,,,,PALRED
,,,,,,,,,,PANACEABIO
,,,,,,,,,,PANAFIC
,,,,,,,,,,PANCHSHEEL
,,,,,,,,,,PANINDIAC
,,,,,,,,,,PANKAJPIYUS
,,,,,,,,,,PAOS
,,,,,,,,,,PARACABLES
,,,,,,,,,,PARADEEP
,,,,,,,,,,PARAGMILK
,,,,,,,,,,PARAGONF
,,,,,,,,,,PARAS
,,,,,,,,,,PARLEIND
,,,,,,,,,,PARMSILK
,,,,,,,,,,PARVATI
,,,,,,,,,,PASUPTAC
,,,,,,,,,,PASUSPG
,,,,,,,,,,PATELENG
,,,,,,,,,,PATELSAI
,,,,,,,,,,PATIDAR
,,,,,,,,,,PATINTLOG
,,,,,,,,,,PATRON
,,,,,,,,,,PATSPINLTD
,,,,,,,,,,PAUSHAKLTD
,,,,,,,,,,PAVNAIND
,,,,,,,,,,PAYTM
,,,,,,,,,,PBMPOLY
,,,,,,,,,,PCL
,,,,,,,,,,PECOS
,,,,,,,,,,PEETISEC
,,,,,,,,,,PEL
,,,,,,,,,,PEOPLIN
,,,,,,,,,,PERFEPA
,,,,,,,,,,PERMAGN
,,,,,,,,,,PERSISTENT
,,,,,,,,,,PETRONET
,,,,,,,,,,PFC
,,,,,,,,,,PFOCUS
,,,,,,,,,,PGCRL
,,,,,,,,,,PGFOILQ
,,,,,,,,,,PGHH
,,,,,,,,,,PHOTOQUP
,,,,,,,,,,PHTRADING
,,,,,,,,,,PHYTO
,,,,,,,,,,PICCADIL
,,,,,,,,,,PICCASUG
,,,,,,,,,,PIGL
,,,,,,,,,,PIIND
,,,,,,,,,,PILITA
,,,,,,,,,,PIONAGR
,,,,,,,,,,PIONRINV
,,,,,,,,,,PITTIENG
,,,,,,,,,,PNB
,,,,,,,,,,PNC
,,,,,,,,,,PNCINFRA
,,,,,,,,,,POBS
,,,,,,,,,,POCL
,,,,,,,,,,PODARPIGQ
,,,,,,,,,,PODDAR
,,,,,,,,,,POLOHOT
,,,,,,,,,,POLYCHEM
,,,,,,,,,,POLYLINK
,,,,,,,,,,POOJAENT
,,,,,,,,,,PORWAL
,,,,,,,,,,POWERINDIA
,,,,,,,,,,PRADHIN
,,,,,,,,,,PRAENG
,,,,,,,,,,PRAGBOS
,,,,,,,,,,PRAKASH
,,,,,,,,,,PRAKASHSTL
,,,,,,,,,,PRATIKSH
,,,,,,,,,,PRAVEG
,,,,,,,,,,PRAXIS
,,,,,,,,,,PRECISIO
,,,,,,,,,,PRECISION
,,,,,,,,,,PREMCO
,,,,,,,,,,PREMEXPLQ
,,,,,,,,,,PREMIER
,,,,,,,,,,PRERINFRA
,,,,,,,,,,PRESTIGE
,,,,,,,,,,PREVEST
,,,,,,,,,,PRICOLLTD
,,,,,,,,,,PRIMAIN
,,,,,,,,,,PRIMEFRESH
,,,,,,,,,,PRIMEPRO
,,,,,,,,,,PRIMESECU
,,,,,,,,,,PRIMO
,,,,,,,,,,PRINCEPIPE
,,,,,,,,,,PRISMFN
,,,,,,,,,,PRISMMEDI
,,,,,,,,,,PRISMX
,,,,,,,,,,PRITHVIEXCH
,,,,,,,,,,PRITIKAUTO
,,,,,,,,,,PRIVISCL
,,,,,,,,,,PROMACT
,,,,,,,,,,PRSNTIN
,,,,,,,,,,PRUDENT
,,,,,,,,,,PSB
,,,,,,,,,,PSPPROJECT
,,,,,,,,,,PSUBANKICI
,,,,,,,,,,PURITY
,,,,,,,,,,PURSHOTTAM
,,,,,,,,,,PURVA
,,,,,,,,,,PVP
,,,,,,,,,,PVVINFRA
,,,,,,,,,,PYXISFIN
,,,,,,,,,,QUANTDIA
,,,,,,,,,,QUASAR
,,,,,,,,,,QUESTCAP
,,,,,,,,,,QUICKHEAL
,,,,,,,,,,RACE
,,,,,,,,,,RADHEDE
,,,,,,,,,,RADHIKAJWE
,,,,,,,,,,RADIOCITY
,,,,,,,,,,RADIXIND
,,,,,,,,,,RAFL
,,,,,,,,,,RAGHUNAT
,,,,,,,,,,RAGHUSYN
,,,,,,,,,,RAGHUTOB
,,,,,,,,,,RAHME
,,,,,,,,,,RAIDEEPIND
,,,,,,,,,,RAJESHEXPO
,,,,,,,,,,RAJGASES
,,,,,,,,,,RAJGLOWIR
,,,,,,,,,,RAJINFRA
,,,,,,,,,,RAJKSYN
,,,,,,,,,,RAJNISH
,,,,,,,,,,RAJOIL
,,,,,,,,,,RAJOOENG
,,,,,,,,,,RAJPACK
,,,,,,,,,,RAJPALAYAM
,,,,,,,,,,RAJPUTANA
,,,,,,,,,,RAJSPTR
,,,,,,,,,,RAJTUBE
,,,,,,,,,,RAJTV
,,,,,,,,,,RALEGRA
,,,,,,,,,,RAMANEWS
,,,,,,,,,,RAMAPETRO
,,,,,,,,,,RAMASIGNS
,,,,,,,,,,RAMAVISION
,,,,,,,,,,RAMCOCEM
,,,,,,,,,,RAMCOIND
,,,,,,,,,,RAMCOSYS
,,,,,,,,,,RAMGOPOLY
,,,,,,,,,,RAMINFO
,,,,,,,,,,RAMKY
,,,,,,,,,,RAMRAT
,,,,,,,,,,RANDER
,,,,,,,,,,RANEENGINE
,,,,,,,,,,RANEHOLDIN
,,,,,,,,,,RANJEET
